"PROVIDER_NUMBER","Hospital_Name","State","Num_DRG","Entire_100_Medicare_Payments","Entire_Medicare_Payments","Entire_100_Total_Payments","Entire_100_Covered_Charges","PNEUMONIA_193_Total_Discharges","PNEUMONIA_193_Average_Medicare_Payments","PNEUMONIA_193_Average_Total_Payments","Number_of_Pneumonia_Cases","Excess_Readmission_Ratio_for_Pneumonia","HF_291_Total_Discharges","HF_291_Average_Medicare_Payments","HF_291_Average_Total_Payments","Number_of_Heart_Failure_Cases","Excess_Readmission_Ratio_for_Heart_Failure","AMI_280_Total_Discharges","AMI_280_Average_Medicare_Payments","AMI_280_Average_Total_Payments","Number_of_Acute_Myocardial_Infarction_Cases","Acute_Myocardial_Infarction_Excess_Readmission_Ratio","HIP_480_Total_Discharges","HIP_480_Average_Medicare_Payments","HIP_480_Average_Total_Payments","Number_of_Hip_Knee_Arthroplasty_Cases","Hip_Knee_Arthroplasty_Excess_Readmission_Ratio","COPD_190_Total_Discharges","COPD_190_Average_Medicare_Payments","COPD_190_Average_Total_Payments","Number_of_Chronic_Obstructive_Pulmonary_Disease_Cases","Chronic_Obstructive_Pulmonary_Disease_Excess_Readmission_Ratio","Corrected_FY_2015_Readmissions_Adjustment_Factor","Readmissions_2015_penalty_100","Readmissions_2015_penalty_est","TOTAL_HOSPITAL_BEDS","TOTAL_HOSPITAL_MEDICARE_DAYS","TOTAL_HOSPITAL_DAYS","PERC_MEDICARE_DAYS","Bed_Utilization","TOTAL_HOSPITAL_MEDICARE_DISCHARGES","TOTAL_HOSPITAL_DISCHARGES","Address","City","ZIP_Code","County_Name","Hospital_Type","Hospital_Ownership","Emergency_Services","Average_100DRG_Medicare_Payments","Average_100DRG_Total_Payments","count_excess_ratio","count_excess_ratio_decimal","Salary_Adjusted_Factor","population_density","densityrank","TotalMCCPatients_gthan1","TotalMCCPatients","TotalreportedPatients","TotalreportedPatients_gthan1","Annual_increase_2015_2020","Annual_increase_2020_2025","Annual_increase_2025_2030","meet_eligibility","COPD_MCC_gthan1_meet_eligibility","PNEUMONIA_MCC_gthan1_meet_eligibility","HF_MCC_gthan1_meet_eligibility","AMI_MCC_gthan1_meet_eligibility","HIP_MCC_gthan1_meet_eligibility","Predicted_Readmission_Rate_2015_AMI","Predicted_Readmission_Rate_2015_COPD","Predicted_Readmission_Rate_2015_HF","Predicted_Readmission_Rate_2015_HIP","Predicted_Readmission_Rate_2015_PN","Expected_Readmission_Rate_2015_AMI","Expected_Readmission_Rate_2015_COPD","Expected_Readmission_Rate_2015_HF","Expected_Readmission_Rate_2015_HIP","Expected_Readmission_Rate_2015_PN","COPD_Total_Payments","HF_Total_Payments","PNE_Total_Payments","AMI_Total_Payments","HIP_Total_Payments","Aggregate_payments_all_discharge"
150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","IN",99,64441110.14,97506856.1037045,76746288.96,294056809.3,69,8985.68,10847.87,591,0.899543499,151,9777.35,11207.17,1316,0.918923011,62,11460.97,13177.23,411,1.015192234,34,20053.29,21497.32,443,0.802524509,70,7226.61,8608.76,637,0.927450114,0.9998,12888.2220279986,19501.3712207387,704,61533,189144,0.325323562999619,0.747226699535413,10383,33797,"2001 W 86TH ST","INDIANAPOLIS",46260,"MARION","Acute Care Hospitals","Voluntary non-profit - Church","Yes",9391.00993004955,11184.2449664821,1,1.015192234,0.953693712,717.3050552,0.666770186335404,62,386,3398,411,1.023846472,1.022676901,1.015499375,0.400031055900621,0,0,0,25,0,18.3,20.4,18.9,5.6,14.7,17.2,20.6,22.5,6.7,17,1739625.92,3979737.52,1755069.51,1218278.46,2416285.12,116126015.486984
150086,"DEARBORN COUNTY HOSPITAL","IN",44,7419411.28,12538739.3465368,8536283.05,22166097,38,7598.45,8452.5,229,1.046725638,29,7876.76,8565.03,176,1.066722164,21,9117.95,9899.33,59,1.069143821,11,17519,18264.82,99,0.980001474,48,5851.38,6892.52,413,1.049723173,0.992,59355.2902400001,100309.914772294,78,7833,16262,0.481675070717009,0.57119775201967,1908,4364,"600 WILSON CREEK RD","LAWRENCEBURG",47025,"DEARBORN","Acute Care Hospitals","Government - Local","Yes",6571.66632418069,7560.92387068202,4,4.232314796,0.953693712,164.2867993,0.386046511627907,136,147,976,877,1.023846472,1.022676901,1.015499375,0.315813953488372,15,12,9,7,0,20.7,20.4,24.3,5.1,18,18.4,19.8,22.2,5.1,17.8,970254.34,432160.91,523945.08,278007.87,470441.05,14426242.7452613
150088,"ST VINCENT ANDERSON REGIONAL HOSPITAL INC","IN",57,15422908.6,18350544.8704501,17660942.38,63328919.92,95,9478.14,10550.16,544,1.028351763,69,9009.51,9696.36,335,1.05065226,18,11682.94,12543.94,51,1.036482323,NA,NA,NA,340,1.206522367,96,6751.61,8206.41,394,0.930562021,0.985,231343.629,275258.173056752,261,12674,29012,0.436853715703847,0.304539967459193,2432,6827,"2015 JACKSON ST","ANDERSON",46016,"MADISON","Acute Care Hospitals","Voluntary non-profit - Private","Yes",7545.45430528376,8640.38276908023,4,4.322008713,0.953693712,290.3974613,0.487751937984496,182,278,1664,1270,1.023846472,1.022676901,1.015499375,0.346325581395349,0,33,24,6,NA,17.1,18.1,20.2,6.8,19,17.4,20.2,21.8,5.1,18,1108358.56,1079167.07,1554410.1,225790.92,377990.03,21013410.8944031
150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","IN",96,43806923.66,58722573.8921269,54328592.57,241494238.95,131,8498.95,10477.54,797,0.969515626,127,9169.63,10354.67,827,1.00879327,35,10427.89,17532.94,437,1.060783348,18,19694.89,21091,714,0.904576464,120,6785.24,8373.29,806,0.881409735,0.9981,83233.1549540006,111572.890395042,296,34879,75587,0.461441782317065,0.699620510921881,7059,17485,"2401 UNIVERSITY AVE","MUNCIE",47303,"DELAWARE","Acute Care Hospitals","Voluntary non-profit - Private","Yes",8318.82333080137,10316.8614830991,2,2.069576618,0.953693712,76.29038396,0.244106699751861,162,431,3581,1264,1.023846472,1.022676901,1.015499375,0.273232009925558,0,0,35,10,0,15.1,17.8,20.3,3.7,16.4,14.6,20.8,21.6,4.7,17.6,2187779.42,2355899.94,2679739.5,971339.05,1471054.22,72826725.2091965
150090,"FRANCISCAN ST MARGARET HEALTH - DYER","IN",56,11945409.37,17925149.0428504,14405121.13,56871252.55,41,8164.63,9641.93,292,1.071266075,90,8495.87,9440.93,486,1.037233632,NA,NA,NA,145,1.063401074,NA,NA,NA,310,1.170981746,52,6116.94,7565.63,437,1.153580235,0.9813,223379.155219001,335200.287101304,132,13051,25831,0.505245635089621,0.536135325861353,2548,5227,"24 JOLIET ST","DYER",46311,"LAKE","Acute Care Hospitals","Voluntary non-profit - Private","Yes",7034.98785041225,8483.58134864547,5,5.496462762,0.953693712,993.1793369,0.713708423997513,183,183,1670,1670,1.023846472,1.022676901,1.015499375,0.414112527199254,22,17,37,NA,NA,16.6,22.8,23.3,6.6,18.7,16.2,20.3,22.6,5.4,17.5,911322.89,1435551.46,843300.91,NA,377465.98,21616165.2763487
150091,"PARKVIEW HUNTINGTON HOSPITAL","IN",13,1744772,3063701.34237288,2135050.35,5861688.92,NA,NA,NA,151,1.044837459,18,9301.44,9891.89,125,0.955634817,NA,NA,NA,10,0,NA,NA,NA,67,0.934934382,24,7265.25,8237.92,143,0.911385526,0.9967,5757.74759999995,10110.2144298304,36,1770,6017,0.294166528170184,0.457914764079148,518,1739,"2001 STULTS RD","HUNTINGTON",46750,"HUNTINGTON","Acute Care Hospitals","Voluntary non-profit - Private","Yes",5914.4813559322,7237.45881355932,1,1.044837459,0.953693712,97.24528013,0.285669975186104,0,42,496,151,1.023846472,1.022676901,1.015499375,0.285700992555831,0,NA,0,NA,NA,NA,20.1,21.1,4.3,17,NA,20.4,22.3,4.7,16.7,500320.09,318173.02,460992.18,NA,NA,3749003.66542373
150097,"MAJOR HOSPITAL","IN",31,4906123.85,7881450.57193548,5704107.08,17457767.66,16,8081.31,8821.31,238,0.999814097,27,8205,9458.26,178,1.0134225,NA,NA,NA,16,0,NA,NA,NA,93,0.914956038,48,6046.1,7183.15,190,0.956905205,0.9995,2453.06192499973,3940.72528596731,61,4887,10286,0.475111802449932,0.461980687177184,1245,2790,"150 W WASHINGTON ST","SHELBYVILLE",46176,"SHELBY","Acute Care Hospitals","Government - Local","Yes",6330.48238709677,7360.13816774194,1,1.0134225,0.953693712,107.837313,0.312868217054264,27,91,715,178,1.023846472,1.022676901,1.015499375,0.293860465116279,0,0,8,NA,NA,NA,19.2,23.2,6.5,17.7,NA,20.4,23.5,6.2,18.6,661589.26,622783.02,456773.91,NA,210370.07,9163372.01883872
150100,"ST MARY'S MEDICAL CENTER","IN",93,35313555.75,48389882.9955565,41086490.94,165588939.57,105,7371.27,8552.11,529,0.955225004,111,7819.35,8508.64,656,0.865222377,34,9033.41,9734.12,326,1.128772474,NA,NA,NA,982,1.136485897,113,5752.07,6576.83,492,0.927108549,0.9886,402574.535549999,551644.666149342,405,30694,76557,0.400930025993704,0.517889396245561,6476,16429,"3700 WASHINGTON AVE","EVANSVILLE",47750,"VANDERBURGH","Acute Care Hospitals","Voluntary non-profit - Private","Yes",7472.18699746085,8693.71369868811,2,2.265258371,0.953693712,772.2661666,0.680521091811414,34,363,2985,1308,1.023846472,1.022676901,1.015499375,0.404156327543424,0,0,0,14,NA,16.7,19.3,19.1,5.6,15.5,15.4,20.8,21.7,4.9,16.9,1238526.66,1908055.44,1353074.65,543796.01,728133.7,56300489.9127042
150101,"PARKVIEW WHITLEY HOSPITAL","IN",9,785364.14,1755814.09643312,971816.17,2260291.27,14,8891.14,9732.86,123,0.984358104,NA,NA,NA,56,0.971080427,NA,NA,NA,6,0,NA,NA,NA,8,0,16,6812.31,7615.81,78,1.028377506,0.9984,1256.58262400004,2809.30255429307,30,1177,4846,0.242880726372266,0.442557077625571,351,1385,"1260 E SR 205","COLUMBIA CITY",46725,"WHITLEY","Acute Care Hospitals","Voluntary non-profit - Private","Yes",5002.31936305733,6189.91191082803,1,1.028377506,0.953693712,97.24528013,0.285669975186104,16,30,271,78,1.023846472,1.022676901,1.015499375,0.285700992555831,5,0,NA,NA,NA,NA,20.5,21,NA,16.4,NA,19.9,20.8,NA,16.3,218610.01,NA,492815.15,NA,NA,2172659.08070064
150102,"INDIANA UNIVERSITY HEALTH STARKE HOSPITAL","IN",11,1149156.03,1972431.99179104,1348100.26,4277593.17,11,9044.27,9790.09,147,1.015133455,13,8638.77,9178.77,68,1.076393957,NA,NA,NA,11,0,NA,NA,NA,8,0,32,6882.16,8389.66,96,0.93120197,0.9945,6320.35816499994,10848.3759548506,50,1280,1901,0.673329826407154,0.104164383561644,345,540,"102 E CULVER RD","KNOX",46534,"STARKE","Acute Care Hospitals","Proprietary","Yes",5717.19417910448,6706.96646766169,2,2.091527412,0.953693712,75.04509629,0.241240310077519,24,56,330,215,1.023846472,1.022676901,1.015499375,0.272372093023256,0,3,4,NA,NA,NA,17.6,21.9,NA,16,NA,17.8,22.4,NA,16.4,433116.07,245616.01,395711.1,NA,NA,2313903.43134328
150104,"WITHAM HEALTH SERVICES","IN",19,2850182.84,1055863.18845455,3435697.76,9945917.68,11,9566.27,10417.18,176,0.919501601,11,9473.18,10113.91,162,1.022929895,NA,NA,NA,58,0.946917217,NA,NA,NA,78,0.946474898,20,6868.55,8069.85,139,0.904534479,0.9989,3135.20112399997,1161.44950729999,68,3018,7634,0.395336651820802,0.307574536663981,163,2247,"2605 N LEBANON ST","LEBANON",46052,"BOONE","Acute Care Hospitals","Government - Local","Yes",6477.68827272727,7808.404,1,1.022929895,0.953693712,135.9169252,0.353927351754114,11,42,613,162,1.023846472,1.022676901,1.015499375,0.306178205526234,0,0,3,NA,NA,15.1,16.9,20.2,4.1,14.1,16.5,18.1,19.9,4.6,15.7,440460.99,365641.07,556895.22,NA,146819.97,1272769.852
150109,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","IN",61,17888546.69,29982087.6374617,21330341.06,92746364.3,15,7707,8413.67,77,0.974837002,41,8705.12,9644.83,292,0.881041878,NA,NA,NA,262,0.956482813,NA,NA,NA,1031,0.881218453,19,6433.47,7114.53,106,0.946087018,1,0,0,169,13696,35685,0.383802718228948,0.599737819532445,3394,8582,"1701 S CREASY LN","LAFAYETTE",47905,"TIPPECANOE","Acute Care Hospitals","Voluntary non-profit - Church","Yes",8833.85021728395,10533.5017580247,0,0,0.953693712,53.8143597,0.178715482469749,0,75,1768,0,1.023846472,1.022676901,1.015499375,0.253614644740925,0,0,0,NA,NA,14.2,20.1,18.5,3.9,17.7,16.2,21.8,22.3,5,18.2,252049.97,913963.79,251501.97,113243.97,649317.09,35750704.9667358
150112,"COLUMBUS REGIONAL HOSPITAL","IN",73,19193551.89,24628408.199217,22240440.97,55527430.58,47,8012.57,8712.68,375,0.848509658,94,8603.11,9515.64,450,0.832197122,32,9711.25,10651.63,298,1.069615909,12,16580.92,17293.33,397,0.88871364,89,6236.92,7142.01,506,0.942897465,0.9975,47983.879724999,61571.0204980412,150,12734,31929,0.398822387171537,0.583178082191781,3589,8416,"2400 E 17TH ST","COLUMBUS",47201,"BARTHOLOMEW","Acute Care Hospitals","Government - Local","Yes",6862.19230961745,7951.53413299964,1,1.069615909,0.953693712,191.3701395,0.409739454094293,32,274,2026,298,1.023846472,1.022676901,1.015499375,0.322921836228288,0,0,0,10,0,16.1,20,20,4.9,16.9,15.8,20.4,22.7,5.7,17.8,1283723.9,1579470.99,996045.68,523637.16,865681.84,28538056.0033357
150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","IN",59,14891597.03,20323499.6104472,17311484.63,45055868.21,80,7992.04,8941.93,402,0.924877299,87,8402.57,8936.11,410,0.961485576,16,9040.94,9925.44,66,1.007226286,11,17629.18,18697.91,231,1.331400915,89,6164.17,7158.63,409,0.952125459,0.9862,205504.039014001,280464.294624172,140,10323,22337,0.462148005551327,0.437123287671233,2533,6565,"1515 N MADISON AVE","ANDERSON",46011,"MADISON","Acute Care Hospitals","Voluntary non-profit - Private","Yes",8023.48977909483,9327.30852909483,2,2.338627201,0.953693712,717.3050552,0.666770186335404,27,283,1518,297,1.023846472,1.022676901,1.015499375,0.400031055900621,0,0,0,6,4,17.5,20.7,22.4,8.5,18.1,17,22.4,23.3,5.8,19.3,995695.02,1220937.28,914470.52,231977.04,536456.13,23626072.5041972
150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","IN",56,12278768.9,16916184.4372041,14192140.52,31325873.11,45,6449.69,7415.73,333,0.944376518,58,7197.41,7866.22,342,0.894307336,35,7977.46,8869.51,270,0.84749286,NA,NA,NA,516,0.857458518,47,5190.06,6141.38,272,0.887848174,1,0,0,111,7963,17196,0.463072807629681,0.424435394298408,2444,5941,"800 W 9TH ST","JASPER",47546,"DUBOIS","Acute Care Hospitals","Voluntary non-profit - Church","Yes",6921.51572717024,8000.079210823,0,0,0.953693712,98.76438753,0.289302325581395,0,185,1733,0,1.023846472,1.022676901,1.015499375,0.286790697674419,0,0,0,0,NA,13.4,16.1,18,3.9,14.9,15.6,18.5,20.4,4.9,16.2,549105.09,845234.64,535643.01,441251.79,225908.07,19552193.5912514
150125,"COMMUNITY HOSPITAL","IN",94,50989622.14,64211074.1330128,59615716.4,197465835.99,139,8064.74,8887.86,822,1.090809043,268,8359.71,9143.46,1730,1.030894731,20,9674.1,10793.35,297,1.007976916,14,17007.64,17935.93,616,1.102426411,170,6334.64,7296.17,1032,1.057149256,0.992,407916.97712,513688.593064103,407,48846,95636,0.510749090300724,0.643775032816129,8669,17105,"901 MACARTHUR BLVD","MUNSTER",46321,"LAKE","Acute Care Hospitals","Voluntary non-profit - Private","Yes",7406.97590644974,8660.04015107496,5,5.289256357,0.953693712,993.1793369,0.713708423997513,611,611,4497,4497,1.023846472,1.022676901,1.015499375,0.414112527199254,70,58,111,8,6,15.8,23.8,24.3,5.8,18.9,16.8,21.3,22.7,5.6,18.5,2569772.62,4253087.71,2326855.02,348993,1088229.18,75073888.0696688
150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","IN",79,18913766.99,24033136.5114786,22787549.77,79113828.48,81,8014.9,8894.27,534,1.009709656,105,8052.33,8785.06,764,0.990789434,21,10336.24,11086.33,233,0.985451619,NA,NA,NA,395,1.01889017,94,5860.03,7056.51,706,0.996714668,0.9989,20805.1436889998,26436.4501626262,200,18522,40893,0.452938155674565,0.527787816210635,3704,8090,"1201 S MAIN ST","CROWN POINT",46307,"LAKE","Acute Care Hospitals","Voluntary non-profit - Church","Yes",6488.4277838765,7817.34125900515,2,2.028599826,0.953693712,993.1793369,0.713708423997513,81,301,2632,929,1.023846472,1.022676901,1.015499375,0.414112527199254,0,34,0,0,NA,14.7,19.4,21.4,4.8,17,15.6,19.1,21.9,5.1,17,1355032.17,1791534.39,1436686.56,399711.01,486857.17,28955432.0233551
150128,"COMMUNITY HOSPITAL SOUTH","IN",62,14668944.23,18969060.2690544,17994728.69,69162951.4,86,7556.01,8550.31,355,1.024395666,81,7777.88,8681.23,410,0.896822937,11,9242.73,10096.18,151,0.970842664,NA,NA,NA,486,1.163018325,44,5595.57,7092.27,303,0.908632209,0.9885,168692.858644999,218144.193094124,156,11136,34100,0.326568914956012,0.598876009834914,2735,7275,"1402 E COUNTY LINE RD S","INDIANAPOLIS",46227,"MARION","Acute Care Hospitals","Voluntary non-profit - Private","Yes",6935.67103073286,8508.14595271868,2,2.187413991,0.953693712,2299.519515,0.869565217391304,86,222,1705,841,1.023846472,1.022676901,1.015499375,0.460869565217391,0,40,0,0,NA,15.7,18.7,20.7,6.5,17.2,16.2,20.2,22.8,5.6,17.3,613029,1127515.71,1155873.85,111057.98,386354,23269779.1806856
150129,"COMMUNITY WESTVIEW HOSPITAL","IN",14,1417486.18,2119727.03981651,1837838.08,7095128.36,11,7892.09,8951.36,87,0.923382214,17,8027.47,8700.82,97,0.959783797,NA,NA,NA,8,0,NA,NA,NA,41,1.016552626,17,5357.24,9560.82,71,1.01296676,0.999,1417.48618,2119.72703981652,22,1257,2713,0.463324732768153,0.33785803237858,326,839,"3630 GUION RD","INDIANAPOLIS",46222,"MARION","Acute Care Hospitals","Voluntary non-profit - Private","Yes",6502.23018348624,8430.44990825688,2,2.029519386,0.953693712,2299.519515,0.869565217391304,17,45,304,112,1.023846472,1.022676901,1.015499375,0.460869565217391,8,0,0,NA,NA,NA,22,20.7,5.7,16.9,NA,21.3,21.7,5.8,17.6,239489,284436.94,215838.03,NA,NA,2748326.67009174
150133,"KOSCIUSKO COMMUNITY HOSPITAL","IN",30,3625665.58,5866528.33430556,4693304.47,26615437.87,19,8466.42,9082.21,192,1.086754246,21,8123.38,8624.14,200,1.02361667,NA,NA,NA,48,1.048797141,NA,NA,NA,91,1.174990538,25,5143.16,8588.56,301,1.036607623,0.9856,52209.5843519999,84478.0080139998,72,4113,12006,0.342578710644678,0.456849315068493,1165,3486,"2101 E DUBOIS DR","WARSAW",46580,"KOSCIUSKO","Acute Care Hospitals","Proprietary","Yes",5035.64663888889,6518.47843055555,5,5.370766218,0.953693712,145.5378159,0.369302325581395,65,65,832,832,1.023846472,1.022676901,1.015499375,0.310790697674419,8,6,7,NA,NA,23.8,19.1,21.5,5.5,18.3,22.7,19.8,21.7,5.4,17,723221.84,495849.9,515782.99,66077,NA,7594027.37159722
150146,"PARKVIEW NOBLE HOSPITAL","IN",14,1725627.66,2977351.60441791,2397700.31,6354884.33,13,7048.77,12485.92,155,1.07419513,17,6895.59,10371.59,111,0.995096296,NA,NA,NA,15,0,NA,NA,NA,19,0,31,6423.48,7410.06,187,0.991395856,0.9946,9318.38936399993,16077.6986638566,31,2133,6134,0.34773394196283,0.542112240388864,578,1632,"401 SAWYER RD","KENDALLVILLE",46755,"NOBLE","Acute Care Hospitals","Voluntary non-profit - Private","Yes",5151.12734328358,7157.31435820896,1,1.07419513,0.953693712,117.031826,0.325271317829457,13,61,487,155,1.023846472,1.022676901,1.015499375,0.297581395348837,0,4,0,NA,NA,NA,19.1,21.1,NA,16.8,NA,19.4,21.7,NA,16.8,623789.6,391258.95,616492.76,NA,NA,4136927.69904478
150150,"DUPONT HOSPITAL LLC","IN",13,1240979.24,3773936.86684932,1763898.03,7669090.91,NA,NA,NA,79,0.931966895,NA,NA,NA,62,0.995295747,NA,NA,NA,12,0,NA,NA,NA,102,1.039667397,25,6374.48,7604.8,81,0.987309141,0.9972,3474.74187200003,10567.0232271782,131,2317,22313,0.103840810289965,0.466652724040573,666,4601,"2520 E DUPONT RD","FORT WAYNE",46825,"ALLEN","Acute Care Hospitals","Proprietary","Yes",5666.57187214612,8054.32890410959,1,1.039667397,0.953693712,545.1431371,0.622864243553899,0,25,336,102,1.023846472,1.022676901,1.015499375,0.38685927306617,0,NA,NA,NA,NA,NA,19.6,21,5.8,16.8,NA,20,20.6,5.7,17.1,398220.01,145966.06,91777.98,NA,NA,5364183.05013699
150153,"ST VINCENT HEART CENTER OF INDIANA LLC","IN",22,12053944.51,17843860.6453159,14661774.18,70491292.14,NA,NA,NA,32,0.994040082,30,9098.53,9728.13,669,0.921306481,50,9294.4,10048.8,1178,0.768753031,NA,NA,NA,0,0,NA,NA,NA,45,1.002335644,1,0,0,107,11098,19419,0.571502137082239,0.497221866598387,2484,4531,"10580 N MERIDIAN ST","INDIANAPOLIS",46290,"HAMILTON","Acute Care Hospitals","Proprietary","Yes",7183.51877830751,8737.64849821216,1,1.002335644,0.953693712,717.3050552,0.666770186335404,0,80,1924,45,1.023846472,1.022676901,1.015499375,0.400031055900621,NA,NA,0,0,NA,11.9,20.6,19.9,NA,16.6,14.9,20.7,20.6,NA,17.7,NA,1143500.56,NA,1000736.12,NA,21704318.869559
150157,"ST VINCENT CARMEL HOSPITAL INC","IN",24,5886895.98,10078514.9531013,7187503.72,27546886.12,16,7629.44,8660.19,89,0.95189455,17,8237.29,8792.82,62,0.986290558,NA,NA,NA,4,0,NA,NA,NA,438,0.861371352,NA,NA,NA,76,1.05966772,0.9992,4709.51678400013,8062.81196248124,153,3917,17551,0.22317816648624,0.314280598083982,1082,5914,"13500 N MERIDIAN ST","CARMEL",46032,"HAMILTON","Acute Care Hospitals","Voluntary non-profit - Church","Yes",9314.70882911392,11372.6324683544,1,1.05966772,0.953693712,135.9169252,0.353927351754114,0,33,669,76,1.023846472,1.022676901,1.015499375,0.306178205526234,NA,0,0,NA,NA,NA,17.9,19.5,4.2,14,NA,17.3,19.5,4.8,14.6,59957.04,149477.94,214510.08,NA,172920.96,12305188.3307595
150158,"IU HEALTH WEST HOSPITAL","IN",54,11152211.41,15268670.6158726,14430310.8,60180821.2,58,8024.62,10663.83,382,0.901976052,56,8454.11,9436.73,328,0.999369239,14,9556.07,10391.79,78,1.020176824,NA,NA,NA,135,1.21093442,48,6411.77,7271.04,337,0.924513464,0.9929,79180.701011,108407.561372695,127,11819,31044,0.380717691019199,0.669701218854493,2385,7855,"1111 N RONALD REAGAN PKWY","AVON",46123,"HENDRICKS","Acute Care Hospitals","Proprietary","Yes",6401.95832950631,8283.76050516648,2,2.231111244,0.953693712,363.6640873,0.535215637604716,14,176,1260,213,1.023846472,1.022676901,1.015499375,0.360564691281415,0,0,0,5,NA,18.9,22.3,22.1,4.8,17.2,18.1,21.9,22.7,4.8,18.2,921520.2,997847.96,1137691.92,236693.01,289135.92,19756768.8048221
150160,"ORTHOINDY HOSPITAL","IN",6,8929993.5,10461465.8152174,10950940.06,29066152.63,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,1273,0.72434389,NA,NA,NA,0,0,1,0,0,38,2269,6078,0.373313589996709,0.438211968276857,970,2703,"8400 NORTHWEST BLVD","INDIANAPOLIS",46278,"MARION","Acute Care Hospitals","Physician","No",10785.0163043478,13225.7730193237,0,0,0.953693712,135.9169252,0.353927351754114,0,0,1273,0,1.023846472,1.022676901,1.015499375,0.306178205526234,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,12828999.828744
150161,"INDIANA UNIVERSITY HEALTH NORTH HOSPITAL","IN",30,5700279.86,10878812.7929235,8008142.61,31447414.08,20,8766.95,11768.5,120,0.911123157,NA,NA,NA,110,0.940077697,NA,NA,NA,39,0.988745735,NA,NA,NA,433,1.0197067,21,5796.95,8441.38,117,0.954340197,0.998,11400.55972,21757.625585847,149,6377,31491,0.202502302245086,0.579038337776961,1397,8752,"11700 N MERIDIAN ST","CARMEL",46032,"HAMILTON","Acute Care Hospitals","Proprietary","Yes",7787.26756830601,10940.0855327869,1,1.0197067,0.953693712,135.9169252,0.353927351754114,0,41,819,433,1.023846472,1.022676901,1.015499375,0.306178205526234,0,0,NA,NA,NA,16.4,20.2,19.8,4,14.4,16.5,21.7,21.6,4.4,16.1,349762.98,203114.07,478509.96,NA,NA,15283299.4893033
150162,"FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","IN",95,45895183.89,58919492.8317568,53844554.67,198741221.5,137,8316.01,9841.69,588,0.871249641,122,8820.57,9521.16,772,0.864119613,26,12307.88,13259.58,464,0.944894292,16,18779,19697.13,150,1.1188041,126,6070.62,7496.53,680,0.796318484,0.9986,64253.257445998,82487.2899644569,390,35159,86678,0.405627725605113,0.605424358625121,7125,17446,"8111 S EMERSON AVE","INDIANAPOLIS",46237,"MARION","Acute Care Hospitals","Voluntary non-profit - Church","Yes",8269.4025027027,9701.72156216216,1,1.1188041,0.953693712,2299.519515,0.869565217391304,16,427,2654,150,1.023846472,1.022676901,1.015499375,0.460869565217391,0,0,0,0,7,14.6,17.8,19.3,6.7,16.1,15.6,21,22.5,5.6,18.2,1987225.34,2183137.84,2539386.73,560572.08,1166103.92,69124766.1304054
150164,"MONROE HOSPITAL","IN",7,2008992.36,4924998.14835443,2353599.3,9486872,NA,NA,NA,96,0.989175371,NA,NA,NA,54,0.942178486,NA,NA,NA,0,0,NA,NA,NA,189,1.077173794,NA,NA,NA,42,1.04393992,0.9886,22902.5129039999,56144.9788912403,32,2232,3962,0.563351842503786,0.338285519125683,581,1097,"4011 S MONROE MEDICAL PARK BLVD","BLOOMINGTON",47403,"MONROE","Acute Care Hospitals","Proprietary","Yes",8476.76101265823,9930.79873417722,2,2.121113714,0.953693712,60.63652532,0.199131513647643,0,0,381,231,1.023846472,1.022676901,1.015499375,0.259739454094293,NA,NA,NA,NA,NA,NA,21.9,18.9,5.2,14.2,NA,21.1,20.4,5.1,15.5,NA,62956.96,152484.03,NA,NA,5769794.06455696
150165,"FRANCISCAN HEALTHCARE - MUNSTER","IN",7,653729.01,2452930.09061947,840982.11,2884526.99,NA,NA,NA,61,0.971811963,NA,NA,NA,67,0.920942574,NA,NA,NA,3,0,NA,NA,NA,40,0.948082062,NA,NA,NA,81,0.996365088,1,0,0,55,1779,3984,0.446536144578313,0.198455790784558,424,731,"701 SUPERIOR AVE","MUNSTER",46321,"LAKE","Acute Care Hospitals","Voluntary non-profit - Private","No",5785.21247787611,7442.31955752212,0,0,0.953693712,993.1793369,0.713708423997513,0,0,252,0,1.023846472,1.022676901,1.015499375,0.414112527199254,NA,NA,NA,NA,NA,NA,18,19.2,4.5,15.3,NA,17.5,20.7,4.7,16.2,157741.01,71067,NA,NA,NA,3155543.49238938
